Property ID,Building Type,Year Built,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
Th50000185,Apartment,2007,2022-05-09,2,20223,1266,7 out of 4,Plot Area,Area 519,Nagpur,Furnished,Family,3,Contact Owner
Th50000186,Apartment,2004,2022-04-24,3,8974,825,6 out of 6,Super Area,Area 795,Visakhapatnam,Semi-Furnished,Family,1,Contact Owner
Th50000187,Apartment,2003,2022-04-22,1,15792,1113,1 out of 18,Built Area,Area 240,Vadodara,Furnished,Bachelors,2,Contact Owner
Th50000188,Apartment,2014,2022-06-18,2,7391,952,6 out of 15,Super Area,Area 877,Ranchi,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50000189,Apartment,2001,2022-04-25,2,18664,972,3 out of 13,Super Area,Area 373,Bangalore,Semi-Furnished,Family,2,Contact Agent
Th50000190,Apartment,2010,2022-06-20,3,5889,906,3 out of 3,Carpet Area,Area 203,Delhi,Furnished,Bachelors,2,Contact Owner
Th50000191,Apartment,1993,2022-04-02,2,9410,1296,6 out of 14,Plot Area,Area 963,Mumbai,Furnished,Family,1,Contact Agent
Th50000192,Apartment,1991,2022-06-09,3,6211,1201,2 out of 8,Plot Area,Area 136,Surat,Unfurnished,Bachelors/Family,1,Contact Owner
Th50000193,Apartment,2006,2022-05-16,3,10090,637,8 out of 13,Carpet Area,Area 197,Visakhapatnam,Furnished,Bachelors/Family,2,Contact Agent
Th50000194,Apartment,1995,2022-05-27,2,6259,795,1 out of 20,Carpet Area,Area 550,Indore,Furnished,Bachelors/Family,2,Contact Owner
Th50000195,Apartment,2002,2022-04-18,3,5148,655,6 out of 8,Carpet Area,Area 438,Aurangabad,Unfurnished,Bachelors,3,Contact Agent
Th50000196,Apartment,1993,2022-07-09,3,9201,776,4 out of 20,Carpet Area,Area 540,Navi Mumbai,Furnished,Family,2,Contact Owner
Th50000197,Apartment,1994,2022-05-22,3,3455,549,4 out of 3,Built Area,Area 266,Noida,Furnished,Bachelors/Family,3,Contact Owner
Th50000198,Apartment,2012,2022-05-13,1,13079,1075,5 out of 8,Built Area,Area 365,Chennai,Furnished,Bachelors/Family,1,Contact Owner
Th50000199,Apartment,2008,2022-04-11,3,11112,1381,8 out of 9,Built Area,Area 603,Nagpur,Semi-Furnished,Bachelors,3,Contact Agent
Th50000200,Apartment,2015,2022-05-08,1,14971,1036,1 out of 7,Built Area,Area 825,Coimbatore,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50000201,Apartment,1993,2022-06-15,3,12993,766,8 out of 18,Carpet Area,Area 484,Navi Mumbai,Unfurnished,Bachelors,3,Contact Agent
Th50000202,Apartment,1990,2022-05-03,2,13973,1058,1 out of 5,Carpet Area,Area 222,Ludhiana,Unfurnished,Family,3,Contact Owner
Th50000203,Apartment,2013,2022-06-12,2,21954,1383,10 out of 10,Built Area,Area 489,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
Th50000204,Apartment,2012,2022-05-08,3,11945,747,5 out of 9,Plot Area,Area 826,Mysore,Unfurnished,Family,1,Contact Owner
Th50000205,Apartment,2009,2022-06-03,2,8871,792,7 out of 6,Built Area,Area 343,Vijayawada,Furnished,Bachelors,2,Contact Agent
Th50000206,Apartment,2015,2022-05-22,2,12452,831,9 out of 7,Carpet Area,Area 544,Agra,Semi-Furnished,Family,3,Contact Agent
Th50000207,Apartment,2008,2022-06-06,3,9315,1076,1 out of 11,Super Area,Area 431,Pune,Furnished,Bachelors,3,Contact Agent
Th50000208,Apartment,2009,2022-06-06,2,5565,892,5 out of 14,Super Area,Area 898,Kalyan-Dombivli,Semi-Furnished,Family,1,Contact Owner
Th50000209,Apartment,2011,2022-05-27,2,18343,1337,5 out of 9,Plot Area,Area 858,Meerut,Semi-Furnished,Bachelors/Family,1,Contact Agent
Th50000210,Apartment,2010,2022-07-06,2,6120,725,3 out of 16,Plot Area,Area 411,Patna,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50000211,Apartment,2018,2022-04-17,3,6550,740,5 out of 18,Built Area,Area 672,Faridabad,Semi-Furnished,Bachelors,2,Contact Agent
Th50000212,Apartment,1999,2022-05-15,3,4138,642,8 out of 9,Carpet Area,Area 911,Indore,Unfurnished,Family,3,Contact Agent
Th50000213,Apartment,2015,2022-05-19,3,16856,976,3 out of 7,Plot Area,Area 672,Vijayawada,Furnished,Family,2,Contact Agent
Th50000214,Apartment,1994,2022-06-03,1,7672,915,5 out of 17,Plot Area,Area 624,Kolkata,Semi-Furnished,Family,3,Contact Owner
Th50000215,Apartment,2021,2022-06-21,1,7872,654,9 out of 3,Carpet Area,Area 721,Bhopal,Unfurnished,Family,1,Contact Owner
Th50000216,Apartment,2016,2022-05-11,1,8026,1258,2 out of 9,Plot Area,Area 277,Delhi,Semi-Furnished,Family,3,Contact Owner
Th50000217,Apartment,2010,2022-04-09,1,17538,1126,8 out of 15,Built Area,Area 987,Vadodara,Semi-Furnished,Family,2,Contact Owner
Th50000218,Apartment,1999,2022-06-23,2,12509,1066,8 out of 19,Super Area,Area 881,Aurangabad,Unfurnished,Bachelors/Family,3,Contact Agent
Th50000219,Apartment,2014,2022-06-06,3,8516,1207,1 out of 3,Super Area,Area 331,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
Th50000220,Apartment,2019,2022-04-04,3,20716,1070,2 out of 10,Super Area,Area 710,Indore,Unfurnished,Bachelors,3,Contact Agent
Th50000221,Apartment,1995,2022-05-28,2,13599,1372,3 out of 11,Plot Area,Area 271,Meerut,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50000222,Apartment,2021,2022-04-23,1,13461,1090,10 out of 13,Super Area,Area 433,Hyderabad,Unfurnished,Family,3,Contact Owner
Th50000223,Apartment,2001,2022-06-02,3,17170,1331,7 out of 7,Built Area,Area 663,Bhopal,Furnished,Bachelors,1,Contact Owner
Th50000224,Apartment,2014,2022-07-06,3,12027,1255,9 out of 16,Super Area,Area 246,Patna,Semi-Furnished,Bachelors,3,Contact Owner
Th50000225,Apartment,1997,2022-06-16,2,16321,1155,4 out of 15,Super Area,Area 530,Ahmedabad,Furnished,Bachelors/Family,2,Contact Agent
Th50000226,Apartment,2015,2022-06-10,2,22755,1219,5 out of 15,Super Area,Area 436,Agra,Semi-Furnished,Bachelors/Family,1,Contact Agent
Th50000227,Apartment,1997,2022-05-25,1,8811,711,2 out of 14,Built Area,Area 437,Meerut,Furnished,Family,3,Contact Agent
Th50000228,Apartment,1998,2022-06-15,1,11156,1107,10 out of 19,Super Area,Area 638,Vijayawada,Unfurnished,Bachelors/Family,3,Contact Agent
Th50000229,Apartment,2002,2022-04-15,3,11072,1131,2 out of 5,Super Area,Area 266,Agra,Unfurnished,Bachelors/Family,2,Contact Agent
Th50000230,Apartment,2013,2022-04-17,2,8466,1233,8 out of 11,Super Area,Area 197,Ghaziabad,Furnished,Bachelors/Family,2,Contact Owner
Th50000231,Apartment,2021,2022-07-09,1,10270,746,6 out of 3,Carpet Area,Area 117,Bhopal,Unfurnished,Bachelors/Family,1,Contact Owner
Th50000232,Apartment,2015,2022-07-06,3,11747,1284,3 out of 7,Carpet Area,Area 696,Meerut,Furnished,Family,2,Contact Agent
Th50000233,Apartment,2006,2022-04-27,2,3751,527,5 out of 13,Super Area,Area 819,Ahmedabad,Furnished,Bachelors/Family,2,Contact Agent
Th50000234,Apartment,1992,2022-04-06,2,7929,808,7 out of 12,Plot Area,Area 898,Chandigarh,Furnished,Bachelors/Family,2,Contact Agent
Th50000235,Apartment,2020,2022-05-21,2,6578,681,1 out of 10,Built Area,Area 614,Chandigarh,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50000236,Apartment,2017,2022-04-06,1,8372,833,9 out of 14,Super Area,Area 134,Thane,Furnished,Family,3,Contact Owner
Th50000237,Apartment,2016,2022-06-15,2,7648,699,4 out of 4,Plot Area,Area 716,Visakhapatnam,Furnished,Bachelors/Family,1,Contact Owner
Th50000238,Apartment,2018,2022-04-12,1,6611,750,5 out of 3,Super Area,Area 585,Meerut,Unfurnished,Bachelors/Family,1,Contact Agent
Th50000239,Apartment,1992,2022-05-16,2,23225,1349,5 out of 6,Super Area,Area 905,Lucknow,Unfurnished,Bachelors,1,Contact Owner
Th50000240,Apartment,2006,2022-05-07,1,8894,610,6 out of 16,Carpet Area,Area 668,Ghaziabad,Semi-Furnished,Family,1,Contact Agent
Th50000241,Apartment,2017,2022-06-30,3,8416,568,6 out of 9,Plot Area,Area 234,Nagpur,Semi-Furnished,Family,3,Contact Agent
Th50000242,Apartment,2012,2022-06-28,3,20662,1133,7 out of 18,Carpet Area,Area 866,Gwalior,Furnished,Bachelors,2,Contact Owner
Th50000243,Apartment,2004,2022-06-24,1,5124,709,7 out of 7,Plot Area,Area 532,Nagpur,Unfurnished,Family,1,Contact Agent
Th50000244,Apartment,1991,2022-07-02,1,4157,672,6 out of 18,Carpet Area,Area 520,Ranchi,Furnished,Bachelors,1,Contact Owner
Th50000245,Apartment,2017,2022-04-14,3,8393,1188,4 out of 19,Built Area,Area 115,Vijayawada,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50000246,Apartment,1997,2022-06-28,3,5735,610,1 out of 4,Super Area,Area 282,Pune,Unfurnished,Bachelors,3,Contact Owner
Th50000247,Apartment,2005,2022-06-25,1,9235,576,4 out of 7,Plot Area,Area 608,Faridabad,Unfurnished,Bachelors,1,Contact Owner
Th50000248,Apartment,2005,2022-05-08,2,22269,1207,1 out of 14,Carpet Area,Area 802,Nagpur,Semi-Furnished,Bachelors,1,Contact Agent
Th50000249,Apartment,1996,2022-07-01,2,9069,790,4 out of 7,Super Area,Area 279,Indore,Semi-Furnished,Bachelors,3,Contact Owner
Th50000250,Apartment,2009,2022-04-29,2,4847,723,9 out of 11,Carpet Area,Area 114,Hyderabad,Semi-Furnished,Family,1,Contact Owner
Th50000251,Apartment,2002,2022-04-02,2,16400,1112,3 out of 16,Super Area,Area 962,Ludhiana,Semi-Furnished,Bachelors,2,Contact Owner
Th50000252,Apartment,2006,2022-07-06,1,3353,616,4 out of 3,Built Area,Area 358,Jaipur,Unfurnished,Family,2,Contact Owner
Th50000253,Apartment,2016,2022-06-24,2,7303,752,10 out of 3,Carpet Area,Area 374,Kolkata,Semi-Furnished,Family,1,Contact Agent
Th50000254,Apartment,1991,2022-06-19,2,4945,592,5 out of 18,Built Area,Area 494,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
Th50000255,Apartment,1992,2022-06-10,1,19251,1078,7 out of 13,Carpet Area,Area 534,Ghaziabad,Furnished,Family,1,Contact Owner
Th50000256,Apartment,2004,2022-05-03,3,23880,1321,9 out of 11,Plot Area,Area 239,Thane,Semi-Furnished,Bachelors,3,Contact Agent
Th50000257,Apartment,2007,2022-04-15,1,13618,813,7 out of 17,Plot Area,Area 639,Ghaziabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50000258,Apartment,1997,2022-04-30,3,12089,802,6 out of 3,Super Area,Area 206,Kanpur,Furnished,Bachelors,1,Contact Owner
Th50000259,Apartment,1990,2022-06-25,2,16885,1324,8 out of 13,Built Area,Area 534,Jaipur,Unfurnished,Bachelors/Family,1,Contact Agent
Th50000260,Apartment,1997,2022-07-10,2,12962,1277,8 out of 10,Carpet Area,Area 793,Navi Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
Th50000261,Apartment,1993,2022-05-31,1,17338,1285,6 out of 4,Built Area,Area 315,Noida,Unfurnished,Bachelors/Family,3,Contact Owner
Th50000262,Apartment,1991,2022-04-20,1,8814,810,5 out of 17,Plot Area,Area 159,Ahmedabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50000263,Apartment,2007,2022-05-02,1,4539,752,10 out of 15,Super Area,Area 431,Gwalior,Unfurnished,Family,1,Contact Agent
Th50000264,Apartment,1993,2022-05-07,2,13232,1096,2 out of 13,Built Area,Area 593,Bhopal,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50000265,Apartment,1998,2022-05-27,1,15886,812,9 out of 17,Super Area,Area 732,Pune,Furnished,Bachelors/Family,3,Contact Agent
Th50000266,Apartment,1991,2022-04-26,2,7355,1088,10 out of 20,Plot Area,Area 456,Patna,Furnished,Bachelors/Family,3,Contact Owner
Th50000267,Apartment,1994,2022-05-09,3,3558,694,1 out of 6,Built Area,Area 893,Thane,Unfurnished,Family,3,Contact Agent
Th50000268,Apartment,2020,2022-06-14,2,19184,1397,2 out of 9,Plot Area,Area 322,Vadodara,Furnished,Family,1,Contact Owner
Th50000269,Apartment,2016,2022-04-03,1,9214,824,6 out of 6,Built Area,Area 743,Ranchi,Semi-Furnished,Bachelors,2,Contact Agent
Th50000270,Apartment,2019,2022-04-04,1,7723,644,5 out of 3,Built Area,Area 865,Patna,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50000271,Apartment,2019,2022-06-18,3,14813,782,5 out of 8,Carpet Area,Area 821,Hyderabad,Unfurnished,Family,3,Contact Owner
Th50000272,Apartment,1995,2022-05-22,2,4527,584,5 out of 9,Plot Area,Area 787,Vadodara,Semi-Furnished,Family,2,Contact Agent
Th50000273,Apartment,1992,2022-05-15,3,17449,931,3 out of 5,Plot Area,Area 376,Kanpur,Furnished,Family,3,Contact Agent
Th50000274,Apartment,2001,2022-04-19,1,17814,1180,4 out of 14,Super Area,Area 837,Lucknow,Unfurnished,Family,3,Contact Agent
Th50000275,Apartment,2009,2022-04-14,2,9460,528,6 out of 6,Plot Area,Area 909,Kalyan-Dombivli,Furnished,Bachelors/Family,3,Contact Owner
Th50000276,Apartment,2015,2022-06-11,1,17009,890,4 out of 19,Carpet Area,Area 462,Aurangabad,Unfurnished,Bachelors/Family,3,Contact Owner
Th50000277,Apartment,2014,2022-05-01,2,4467,553,3 out of 11,Plot Area,Area 330,Kalyan-Dombivli,Semi-Furnished,Bachelors,1,Contact Owner
Th50000278,Apartment,2013,2022-05-16,3,17531,1003,5 out of 16,Carpet Area,Area 694,Visakhapatnam,Semi-Furnished,Family,3,Contact Agent
Th50000279,Apartment,2001,2022-05-01,3,3771,574,4 out of 7,Plot Area,Area 512,Mysore,Furnished,Bachelors,1,Contact Owner
Th50000280,Apartment,2009,2022-07-09,3,12491,1287,8 out of 4,Super Area,Area 845,Rajkot,Semi-Furnished,Family,3,Contact Agent
Th50000281,Apartment,1997,2022-04-21,1,12051,1239,7 out of 17,Super Area,Area 855,Indore,Unfurnished,Bachelors/Family,2,Contact Agent
Th50000282,Apartment,2004,2022-04-09,3,10439,1322,7 out of 20,Carpet Area,Area 467,Ahmedabad,Unfurnished,Family,1,Contact Owner
Th50000283,Apartment,1994,2022-06-20,2,7737,584,6 out of 11,Built Area,Area 535,Indore,Unfurnished,Bachelors,2,Contact Agent
Th50000284,Apartment,2017,2022-04-02,3,9754,995,10 out of 15,Carpet Area,Area 139,Kolkata,Furnished,Family,1,Contact Owner
Th50000285,Apartment,2000,2022-05-19,1,22699,1361,7 out of 12,Carpet Area,Area 993,Indore,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50000286,Apartment,2006,2022-04-29,3,17989,1097,6 out of 6,Carpet Area,Area 434,Vijayawada,Unfurnished,Bachelors/Family,2,Contact Agent
Th50000287,Apartment,2015,2022-06-20,3,14449,1293,6 out of 3,Super Area,Area 190,Ludhiana,Unfurnished,Bachelors,2,Contact Owner
Th50000288,Apartment,2000,2022-04-03,3,4156,558,2 out of 7,Super Area,Area 376,Mangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50000289,Apartment,1994,2022-06-10,2,18205,1396,2 out of 14,Super Area,Area 731,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50000290,Apartment,2016,2022-06-16,2,7832,576,4 out of 10,Built Area,Area 560,Ghaziabad,Furnished,Bachelors,1,Contact Owner
Th50000291,Apartment,1999,2022-05-29,2,10689,717,6 out of 11,Super Area,Area 315,Coimbatore,Unfurnished,Bachelors,3,Contact Agent
Th50000292,Apartment,2008,2022-04-11,2,16735,868,8 out of 9,Carpet Area,Area 687,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50000293,Apartment,2012,2022-04-23,1,5042,605,9 out of 5,Carpet Area,Area 619,Kanpur,Unfurnished,Family,2,Contact Agent
Th50000294,Apartment,1993,2022-07-02,1,24554,1298,8 out of 5,Super Area,Area 398,Ghaziabad,Furnished,Family,3,Contact Owner
Th50000295,Apartment,1998,2022-05-26,3,6833,561,9 out of 13,Built Area,Area 247,Lucknow,Furnished,Bachelors,2,Contact Owner
Th50000296,Apartment,2011,2022-04-28,3,8667,935,9 out of 3,Super Area,Area 524,Aurangabad,Semi-Furnished,Family,1,Contact Agent
Th50000297,Apartment,2017,2022-05-17,1,5580,682,7 out of 8,Built Area,Area 921,Jodhpur,Unfurnished,Family,3,Contact Agent
Th50000298,Apartment,2018,2022-05-25,1,3994,714,9 out of 11,Super Area,Area 428,Chennai,Semi-Furnished,Family,1,Contact Owner
Th50000299,Apartment,2003,2022-06-08,1,11054,1372,5 out of 13,Super Area,Area 797,Delhi,Unfurnished,Family,1,Contact Agent
Th50000300,Apartment,1997,2022-05-01,1,12472,1199,6 out of 4,Super Area,Area 586,Chandigarh,Furnished,Bachelors,1,Contact Owner
Th50000301,Apartment,2018,2022-05-13,1,13893,913,2 out of 11,Carpet Area,Area 761,Coimbatore,Furnished,Bachelors,3,Contact Agent
Th50000302,Apartment,1998,2022-05-22,1,16499,1276,2 out of 10,Plot Area,Area 458,Rajkot,Semi-Furnished,Family,3,Contact Agent
Th50000303,Apartment,1996,2022-04-18,1,10170,1216,3 out of 4,Built Area,Area 511,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
Th50000304,Apartment,2007,2022-05-03,1,8677,555,3 out of 4,Built Area,Area 147,Mysore,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50000305,Apartment,2000,2022-05-11,2,14887,857,1 out of 16,Plot Area,Area 738,Ahmedabad,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50000306,Apartment,2003,2022-05-02,2,9205,836,5 out of 19,Super Area,Area 774,Meerut,Furnished,Bachelors,2,Contact Agent
Th50000307,Apartment,2020,2022-05-27,3,14317,1049,4 out of 10,Super Area,Area 273,Chandigarh,Semi-Furnished,Family,1,Contact Owner
Th50000308,Apartment,2016,2022-06-03,3,10394,604,8 out of 15,Carpet Area,Area 873,Bhopal,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50000309,Apartment,2005,2022-06-19,3,4209,600,3 out of 8,Built Area,Area 955,Coimbatore,Semi-Furnished,Family,2,Contact Owner
Th50000310,Apartment,2001,2022-05-12,2,15669,1229,1 out of 19,Built Area,Area 589,Nashik,Unfurnished,Family,1,Contact Owner
Th50000311,Apartment,1993,2022-06-03,1,17670,962,3 out of 9,Plot Area,Area 349,Mangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50000312,Apartment,2008,2022-04-10,1,7081,754,4 out of 17,Super Area,Area 721,Vadodara,Unfurnished,Bachelors,3,Contact Owner
Th50000313,Apartment,2004,2022-05-11,3,17602,1208,5 out of 6,Plot Area,Area 648,Patna,Furnished,Bachelors,2,Contact Agent
Th50000314,Apartment,2021,2022-05-22,3,6791,742,7 out of 16,Super Area,Area 432,Vijayawada,Unfurnished,Bachelors/Family,3,Contact Agent
Th50000315,Apartment,1992,2022-06-30,2,16006,857,9 out of 17,Built Area,Area 595,Noida,Unfurnished,Bachelors/Family,3,Contact Owner
Th50000316,Apartment,2019,2022-04-29,3,9455,580,1 out of 15,Carpet Area,Area 417,Indore,Furnished,Family,2,Contact Owner
Th50000317,Apartment,2013,2022-04-18,1,6316,582,1 out of 17,Built Area,Area 701,Kanpur,Unfurnished,Bachelors/Family,3,Contact Agent
Th50000318,Apartment,2000,2022-05-09,2,14120,1022,2 out of 10,Super Area,Area 678,Navi Mumbai,Semi-Furnished,Family,3,Contact Agent
Th50000319,Apartment,1993,2022-06-10,2,13266,1231,9 out of 3,Plot Area,Area 647,Kolkata,Unfurnished,Family,1,Contact Agent
Th50000320,Apartment,2015,2022-04-27,3,10698,1275,8 out of 6,Carpet Area,Area 752,Ghaziabad,Semi-Furnished,Family,2,Contact Owner
Th50000321,Apartment,2006,2022-06-19,2,5426,935,6 out of 16,Built Area,Area 236,Gwalior,Furnished,Bachelors,2,Contact Agent
Th50000322,Apartment,2011,2022-05-23,1,7960,863,8 out of 9,Built Area,Area 211,Indore,Semi-Furnished,Family,1,Contact Agent
Th50000323,Apartment,1999,2022-04-07,2,6039,897,8 out of 3,Plot Area,Area 132,Amritsar,Unfurnished,Bachelors/Family,3,Contact Owner
Th50000324,Apartment,2021,2022-04-15,3,20171,1275,3 out of 19,Built Area,Area 848,Hyderabad,Furnished,Bachelors,1,Contact Agent
Th50000325,Apartment,1990,2022-06-28,2,25954,1376,5 out of 20,Super Area,Area 669,Patna,Semi-Furnished,Bachelors,1,Contact Agent
Th50000326,Apartment,1996,2022-04-23,1,9508,684,9 out of 20,Built Area,Area 256,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50000327,Apartment,2017,2022-04-29,3,7010,1042,5 out of 10,Plot Area,Area 348,Vadodara,Unfurnished,Bachelors/Family,1,Contact Owner
Th50000328,Apartment,1990,2022-07-03,3,15551,808,10 out of 13,Super Area,Area 446,Bhopal,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50000329,Apartment,2016,2022-07-06,1,7562,901,2 out of 4,Built Area,Area 983,Faridabad,Unfurnished,Bachelors,2,Contact Agent
Th50000330,Apartment,2011,2022-06-13,1,9200,733,5 out of 19,Carpet Area,Area 523,Hyderabad,Furnished,Family,2,Contact Owner
Th50000331,Apartment,2017,2022-07-05,3,12682,709,1 out of 7,Built Area,Area 989,Kalyan-Dombivli,Furnished,Bachelors/Family,1,Contact Owner
Th50000332,Apartment,2013,2022-07-08,3,15782,1291,4 out of 11,Built Area,Area 922,Ahmedabad,Unfurnished,Bachelors/Family,2,Contact Owner
Th50000333,Apartment,2011,2022-05-02,2,12527,672,2 out of 5,Built Area,Area 102,Surat,Furnished,Family,3,Contact Owner
Th50000334,Apartment,2012,2022-04-28,2,17172,953,7 out of 5,Built Area,Area 871,Coimbatore,Unfurnished,Bachelors,3,Contact Owner
Th50000335,Apartment,2010,2022-06-13,3,12559,942,3 out of 4,Plot Area,Area 477,Gwalior,Furnished,Family,3,Contact Agent
Th50000336,Apartment,2015,2022-06-23,3,10158,566,4 out of 18,Super Area,Area 665,Visakhapatnam,Semi-Furnished,Family,2,Contact Agent
Th50000337,Apartment,2013,2022-04-28,1,10657,1094,9 out of 17,Plot Area,Area 762,Amritsar,Unfurnished,Family,1,Contact Owner
Th50000338,Apartment,2019,2022-05-30,1,11494,828,3 out of 5,Plot Area,Area 280,Kolkata,Semi-Furnished,Family,2,Contact Owner
Th50000339,Apartment,1996,2022-04-07,2,11242,563,1 out of 14,Carpet Area,Area 947,Kanpur,Unfurnished,Bachelors,2,Contact Agent
Th50000340,Apartment,2015,2022-06-11,3,13596,955,10 out of 17,Super Area,Area 965,Thane,Furnished,Bachelors,3,Contact Agent
Th50000341,Apartment,2019,2022-07-06,1,14464,895,7 out of 17,Carpet Area,Area 477,Kalyan-Dombivli,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50000342,Apartment,1997,2022-06-24,2,21912,1322,9 out of 3,Plot Area,Area 346,Meerut,Unfurnished,Bachelors,2,Contact Owner
Th50000343,Apartment,2018,2022-06-20,1,14723,780,8 out of 16,Super Area,Area 917,Hyderabad,Furnished,Family,2,Contact Owner
Th50000344,Apartment,2011,2022-05-06,3,23287,1313,1 out of 14,Super Area,Area 941,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent
Th50000345,Apartment,2020,2022-05-15,2,10342,1199,6 out of 8,Plot Area,Area 340,Patna,Unfurnished,Bachelors,2,Contact Owner
Th50000346,Apartment,2012,2022-04-18,3,2807,558,2 out of 17,Super Area,Area 231,Jaipur,Furnished,Family,1,Contact Agent
